timestamp,soil_moisture,soil_temp_C,soil_EC_dS_m,soil_pH,air_temp_C,rain_last_24h_mm,forecast_rain_24h_mm,crop_stage,root_zone_depth_m,field_capacity,wilting_point,root_zone_deficit_mm,IrrigateTomorrow
2025-07-20 05:00:00,0.156,18.7,0.9,7.02,34.8,0.4,1.3,vegetative,0.6,0.32,0.14,98.3,1
2025-07-20 06:00:00,0.19,25.0,0.76,6.6,28.8,0.3,0.0,vegetative,0.3,0.28,0.12,26.9,1
2025-07-20 07:00:00,0.246,17.7,0.56,6.05,36.8,0.6,0.1,flowering,0.6,0.32,0.14,44.3,0
2025-07-20 08:00:00,0.277,18.98,0.64,6.07,27.6,0.2,1.0,flowering,0.3,0.28,0.12,0.9,0
2025-07-20 09:00:00,0.203,11.56,0.68,6.77,32.7,0.5,0.3,flowering,0.6,0.32,0.14,70.1,1
2025-07-20 10:00:00,0.25,20.53,0.61,6.71,35.6,2.1,0.1,vegetative,0.6,0.32,0.14,41.8,0
2025-07-20 11:00:00,0.143,16.56,0.66,6.22,28.5,3.8,0.5,flowering,0.3,0.28,0.12,41.0,1
2025-07-20 12:00:00,0.246,22.4,0.56,6.72,30.3,0.9,2.1,vegetative,0.6,0.32,0.14,44.2,0
2025-07-20 13:00:00,0.188,17.24,0.7,6.98,33.1,0.2,0.5,maturity,0.6,0.32,0.14,79.3,1
2025-07-20 14:00:00,0.232,22.52,0.72,6.94,26.2,0.6,1.2,vegetative,0.6,0.32,0.14,52.6,0
2025-07-20 15:00:00,0.21,21.28,0.6,6.98,23.9,0.9,2.3,vegetative,0.3,0.28,0.12,21.0,0
2025-07-20 16:00:00,0.273,30.36,0.89,6.67,34.7,0.5,0.2,maturity,0.3,0.28,0.12,2.2,0
2025-07-20 17:00:00,0.185,24.49,0.71,6.45,29.5,0.2,0.9,vegetative,0.3,0.28,0.12,28.5,1
2025-07-20 18:00:00,0.245,12.8,0.62,6.38,25.5,0.3,2.4,maturity,0.6,0.32,0.14,44.9,0
2025-07-20 19:00:00,0.209,15.68,0.54,6.49,28.5,0.6,0.2,flowering,0.3,0.28,0.12,21.4,0
2025-07-20 20:00:00,0.214,22.28,0.71,6.24,30.5,0.2,4.5,flowering,0.6,0.32,0.14,63.8,1
2025-07-20 21:00:00,0.213,17.35,0.67,6.39,20.2,0.3,0.5,vegetative,0.6,0.32,0.14,64.4,1
2025-07-20 22:00:00,0.186,7.16,0.78,6.88,31.6,2.1,0.2,flowering,0.3,0.28,0.12,28.1,1
2025-07-20 23:00:00,0.219,28.75,0.69,6.02,30.0,1.5,1.8,vegetative,0.3,0.28,0.12,18.2,0
2025-07-21 00:00:00,0.217,25.6,0.58,6.04,36.3,0.1,0.6,flowering,0.3,0.28,0.12,18.8,0
2025-07-21 01:00:00,0.23,24.6,0.87,6.75,26.9,0.4,1.1,vegetative,0.3,0.28,0.12,15.1,0
2025-07-21 02:00:00,0.223,18.96,0.74,6.39,34.9,0.8,0.7,vegetative,0.6,0.32,0.14,58.0,1
2025-07-21 03:00:00,0.252,24.14,0.67,5.92,27.8,0.1,1.0,vegetative,0.3,0.28,0.12,8.4,0
2025-07-21 04:00:00,0.257,18.48,0.72,6.48,28.7,1.1,0.0,maturity,0.3,0.28,0.12,6.9,0
2025-07-21 05:00:00,0.178,23.02,0.75,6.44,29.4,0.5,0.4,flowering,0.3,0.28,0.12,30.6,1
2025-07-21 06:00:00,0.255,17.4,0.56,6.37,38.5,0.5,1.1,flowering,0.3,0.28,0.12,7.6,0
2025-07-21 07:00:00,0.173,29.58,0.72,6.71,21.8,0.3,0.4,vegetative,0.6,0.32,0.14,88.5,1
2025-07-21 08:00:00,0.244,14.15,0.65,6.1,30.5,0.4,1.5,vegetative,0.3,0.28,0.12,10.9,0
2025-07-21 09:00:00,0.245,28.16,0.75,6.5,28.2,2.0,3.2,vegetative,0.3,0.28,0.12,10.6,0
2025-07-21 10:00:00,0.144,22.19,0.63,6.44,27.9,1.6,0.0,vegetative,0.6,0.32,0.14,105.9,1
2025-07-21 11:00:00,0.224,19.55,0.64,6.51,30.9,2.7,1.9,maturity,0.6,0.32,0.14,57.8,1
2025-07-21 12:00:00,0.201,22.84,0.87,5.98,33.5,1.2,0.2,vegetative,0.3,0.28,0.12,23.6,0
2025-07-21 13:00:00,0.19,25.67,0.82,6.34,30.7,0.9,2.5,vegetative,0.6,0.32,0.14,78.2,1
2025-07-21 14:00:00,0.274,28.83,0.4,6.51,34.2,0.3,2.9,maturity,0.6,0.32,0.14,27.6,0
2025-07-21 15:00:00,0.194,23.57,0.82,6.66,26.7,1.1,0.8,maturity,0.3,0.28,0.12,25.8,1
2025-07-21 16:00:00,0.188,17.55,0.69,7.05,27.8,2.4,0.7,flowering,0.6,0.32,0.14,79.4,1
2025-07-21 17:00:00,0.223,22.28,0.63,6.74,23.0,0.1,1.4,vegetative,0.3,0.28,0.12,17.1,0
2025-07-21 18:00:00,0.247,31.08,0.6,6.64,37.9,0.6,2.5,vegetative,0.6,0.32,0.14,43.5,0
2025-07-21 19:00:00,0.214,28.74,0.61,6.88,27.1,0.2,0.3,vegetative,0.6,0.32,0.14,63.4,1
2025-07-21 20:00:00,0.267,26.54,0.63,6.41,26.5,1.7,0.5,flowering,0.6,0.32,0.14,32.0,0
2025-07-21 21:00:00,0.241,25.98,0.59,6.97,31.0,1.0,0.5,vegetative,0.3,0.28,0.12,11.6,0
2025-07-21 22:00:00,0.133,25.5,0.56,6.84,33.5,2.1,1.9,vegetative,0.6,0.32,0.14,112.3,1
2025-07-21 23:00:00,0.199,27.79,0.6,6.37,24.5,0.1,0.1,vegetative,0.3,0.28,0.12,24.4,1
2025-07-22 00:00:00,0.198,19.72,0.73,7.08,33.9,2.4,1.0,flowering,0.3,0.28,0.12,24.7,1
2025-07-22 01:00:00,0.239,15.22,0.71,6.63,26.5,0.1,0.4,vegetative,0.3,0.28,0.12,12.2,0
2025-07-22 02:00:00,0.115,22.35,0.76,7.16,35.2,0.3,2.2,vegetative,0.3,0.28,0.12,49.5,1
2025-07-22 03:00:00,0.322,17.91,0.69,6.59,25.3,0.2,0.4,flowering,0.6,0.32,0.14,-1.2,0
2025-07-22 04:00:00,0.241,16.72,0.57,6.33,31.7,0.2,3.8,vegetative,0.6,0.32,0.14,47.3,0
2025-07-22 05:00:00,0.226,18.4,0.75,6.27,28.2,0.2,0.0,vegetative,0.3,0.28,0.12,16.2,0
2025-07-22 06:00:00,0.267,34.43,0.6,6.39,22.4,0.7,0.3,vegetative,0.3,0.28,0.12,3.8,0
2025-07-22 07:00:00,0.314,22.68,0.76,6.33,20.9,1.5,0.6,flowering,0.3,0.28,0.12,-10.1,0
2025-07-22 08:00:00,0.255,23.81,0.58,6.88,24.3,2.3,0.3,maturity,0.6,0.32,0.14,39.1,0
2025-07-22 09:00:00,0.258,15.89,0.63,6.49,33.0,0.8,1.3,maturity,0.6,0.32,0.14,37.2,0
2025-07-22 10:00:00,0.225,12.78,0.66,6.02,18.3,0.2,1.7,flowering,0.3,0.28,0.12,16.4,0
2025-07-22 11:00:00,0.214,17.9,0.77,6.56,29.7,0.1,1.2,maturity,0.3,0.28,0.12,19.7,0
2025-07-22 12:00:00,0.201,29.19,0.72,6.54,29.2,0.7,3.5,vegetative,0.3,0.28,0.12,23.7,0
2025-07-22 13:00:00,0.187,23.67,0.7,6.36,19.6,1.4,0.6,flowering,0.3,0.28,0.12,27.9,1
2025-07-22 14:00:00,0.193,24.99,0.89,6.58,24.0,1.0,3.9,flowering,0.3,0.28,0.12,26.2,1
2025-07-22 15:00:00,0.166,25.69,0.52,6.49,24.0,0.9,0.1,vegetative,0.3,0.28,0.12,34.2,1
2025-07-22 16:00:00,0.217,19.04,0.6,6.69,28.3,0.0,1.9,vegetative,0.3,0.28,0.12,18.9,0
2025-07-22 17:00:00,0.153,28.94,0.59,6.67,35.3,0.5,0.0,maturity,0.3,0.28,0.12,38.2,1
2025-07-22 18:00:00,0.228,18.84,0.52,6.61,33.4,0.8,0.8,flowering,0.6,0.32,0.14,55.4,1
2025-07-22 19:00:00,0.219,29.03,0.63,6.11,26.2,0.9,0.7,vegetative,0.6,0.32,0.14,60.9,1
2025-07-22 20:00:00,0.226,24.21,0.77,7.14,23.9,0.0,1.9,flowering,0.6,0.32,0.14,56.5,1
2025-07-22 21:00:00,0.199,13.05,0.64,6.03,20.2,0.2,1.2,flowering,0.3,0.28,0.12,24.3,1
2025-07-22 22:00:00,0.343,18.26,0.67,6.46,26.1,3.0,0.6,maturity,0.6,0.32,0.14,-13.8,0
2025-07-22 23:00:00,0.274,13.08,0.53,6.17,23.5,0.7,2.3,flowering,0.6,0.32,0.14,27.4,0
2025-07-23 00:00:00,0.17,27.82,0.62,6.62,27.8,1.2,2.2,flowering,0.3,0.28,0.12,32.9,1
2025-07-23 01:00:00,0.229,21.88,0.65,6.54,28.0,0.4,0.0,maturity,0.3,0.28,0.12,15.2,0
2025-07-23 02:00:00,0.196,10.86,0.76,6.45,25.6,0.9,2.0,flowering,0.6,0.32,0.14,74.6,1
2025-07-23 03:00:00,0.179,23.88,0.53,6.96,25.7,0.4,0.7,maturity,0.6,0.32,0.14,84.3,1
2025-07-23 04:00:00,0.166,19.31,0.65,6.83,24.5,0.4,1.8,vegetative,0.6,0.32,0.14,92.2,1
2025-07-23 05:00:00,0.237,14.58,0.81,6.4,25.4,0.5,0.2,flowering,0.3,0.28,0.12,12.8,0
2025-07-23 06:00:00,0.193,30.39,0.66,6.74,35.2,0.6,0.2,flowering,0.3,0.28,0.12,26.2,1
2025-07-23 07:00:00,0.259,22.54,0.49,6.97,30.6,0.4,1.3,flowering,0.3,0.28,0.12,6.4,0
2025-07-23 08:00:00,0.26,20.53,0.83,6.83,30.7,0.3,0.3,vegetative,0.3,0.28,0.12,6.1,0
2025-07-23 09:00:00,0.275,20.0,0.77,6.46,33.1,1.0,0.8,maturity,0.3,0.28,0.12,1.5,0
2025-07-23 10:00:00,0.186,14.43,0.79,6.02,32.6,0.5,1.2,vegetative,0.3,0.28,0.12,28.2,1
2025-07-23 11:00:00,0.239,15.48,0.53,6.6,35.1,0.2,0.9,vegetative,0.3,0.28,0.12,12.3,0
2025-07-23 12:00:00,0.245,28.42,0.85,6.7,30.9,1.4,1.2,flowering,0.3,0.28,0.12,10.4,0
2025-07-23 13:00:00,0.201,19.63,0.62,6.27,29.0,1.3,1.0,flowering,0.6,0.32,0.14,71.4,1
2025-07-23 14:00:00,0.189,22.11,0.65,6.51,25.0,2.2,0.5,vegetative,0.3,0.28,0.12,27.3,1
2025-07-23 15:00:00,0.284,11.78,0.63,6.48,23.9,0.8,0.1,maturity,0.6,0.32,0.14,21.4,0
2025-07-23 16:00:00,0.229,15.41,0.79,6.92,32.4,0.3,1.9,vegetative,0.3,0.28,0.12,15.3,0
2025-07-23 17:00:00,0.245,25.05,0.68,7.06,27.4,2.0,1.9,vegetative,0.3,0.28,0.12,10.4,0
2025-07-23 18:00:00,0.187,23.89,0.75,6.85,21.2,0.3,0.0,vegetative,0.3,0.28,0.12,27.9,1
2025-07-23 19:00:00,0.171,30.77,0.71,6.47,17.5,1.1,1.8,maturity,0.6,0.32,0.14,89.3,1
2025-07-23 20:00:00,0.197,28.71,0.69,6.84,38.7,0.2,0.2,vegetative,0.3,0.28,0.12,24.8,1
2025-07-23 21:00:00,0.215,20.85,0.61,6.69,23.1,1.0,0.4,vegetative,0.3,0.28,0.12,19.5,0
2025-07-23 22:00:00,0.177,24.36,0.88,6.48,24.6,1.8,0.5,flowering,0.6,0.32,0.14,85.5,1
2025-07-23 23:00:00,0.22,20.42,0.55,7.13,34.1,0.8,1.1,vegetative,0.3,0.28,0.12,18.1,0
2025-07-24 00:00:00,0.152,32.27,0.74,6.28,22.0,0.6,0.1,maturity,0.6,0.32,0.14,100.5,1
2025-07-24 01:00:00,0.175,27.75,0.74,6.68,30.7,5.0,1.8,maturity,0.6,0.32,0.14,86.9,1
2025-07-24 02:00:00,0.247,22.85,0.82,6.75,37.1,0.0,2.9,vegetative,0.6,0.32,0.14,43.9,0
2025-07-24 03:00:00,0.244,23.0,0.84,6.41,38.6,0.4,3.1,flowering,0.6,0.32,0.14,45.5,0
2025-07-24 04:00:00,0.204,29.22,0.69,6.67,25.8,2.5,0.1,vegetative,0.3,0.28,0.12,22.7,0
2025-07-24 05:00:00,0.179,24.9,0.75,6.78,27.9,1.0,2.5,vegetative,0.3,0.28,0.12,30.2,1
2025-07-24 06:00:00,0.179,29.79,0.88,6.57,26.0,0.8,0.8,vegetative,0.3,0.28,0.12,30.3,1
2025-07-24 07:00:00,0.205,11.03,0.69,6.64,27.9,1.0,1.3,flowering,0.6,0.32,0.14,69.0,1
2025-07-24 08:00:00,0.246,24.31,0.59,6.53,34.5,0.4,2.7,flowering,0.6,0.32,0.14,44.5,0
2025-07-24 09:00:00,0.257,19.42,0.66,6.74,21.0,0.1,1.1,flowering,0.6,0.32,0.14,37.7,0
2025-07-24 10:00:00,0.2,30.78,0.57,6.43,31.2,0.3,0.6,vegetative,0.6,0.32,0.14,71.9,1
2025-07-24 11:00:00,0.174,29.73,0.74,6.41,27.0,0.4,0.7,vegetative,0.3,0.28,0.12,31.8,1
2025-07-24 12:00:00,0.231,22.16,0.81,6.51,34.8,0.7,1.2,maturity,0.3,0.28,0.12,14.8,0
2025-07-24 13:00:00,0.187,29.68,0.69,6.86,34.6,0.5,2.9,vegetative,0.3,0.28,0.12,27.9,1
2025-07-24 14:00:00,0.199,30.92,0.54,5.98,26.0,0.7,2.2,flowering,0.3,0.28,0.12,24.2,1
2025-07-24 15:00:00,0.273,22.37,0.8,6.23,27.4,0.2,0.9,flowering,0.6,0.32,0.14,28.2,0
2025-07-24 16:00:00,0.253,34.36,0.52,7.18,32.5,0.2,0.2,vegetative,0.3,0.28,0.12,8.1,0
2025-07-24 17:00:00,0.226,21.84,0.55,6.58,32.9,0.4,0.4,maturity,0.6,0.32,0.14,56.2,1
2025-07-24 18:00:00,0.169,20.93,0.68,6.38,15.6,0.6,0.4,flowering,0.6,0.32,0.14,90.5,1
2025-07-24 19:00:00,0.228,26.33,0.73,6.74,32.4,0.4,0.3,flowering,0.6,0.32,0.14,54.9,1
2025-07-24 20:00:00,0.263,20.23,0.74,6.26,36.2,0.9,1.4,vegetative,0.6,0.32,0.14,34.5,0
2025-07-24 21:00:00,0.205,22.43,0.69,5.87,29.3,0.4,1.8,flowering,0.6,0.32,0.14,69.0,1
2025-07-24 22:00:00,0.274,29.05,0.88,6.61,32.8,0.2,0.4,maturity,0.6,0.32,0.14,27.6,0
2025-07-24 23:00:00,0.272,22.1,0.71,6.28,34.4,2.0,1.9,flowering,0.3,0.28,0.12,2.5,0
2025-07-25 00:00:00,0.287,13.52,0.8,6.53,29.1,0.2,1.3,flowering,0.6,0.32,0.14,20.1,0
2025-07-25 01:00:00,0.232,23.84,0.78,6.6,32.1,3.4,0.6,flowering,0.3,0.28,0.12,14.3,0
2025-07-25 02:00:00,0.243,18.52,0.57,6.54,28.1,4.4,1.2,maturity,0.3,0.28,0.12,11.0,0
2025-07-25 03:00:00,0.277,26.33,0.68,5.99,27.7,1.2,1.5,vegetative,0.6,0.32,0.14,26.1,0
2025-07-25 04:00:00,0.238,25.48,0.91,6.51,24.7,0.7,0.8,flowering,0.3,0.28,0.12,12.6,0
2025-07-25 05:00:00,0.2,29.36,0.65,6.63,28.9,1.6,0.6,flowering,0.3,0.28,0.12,24.0,1
2025-07-25 06:00:00,0.202,26.54,0.63,6.08,37.4,2.1,0.1,flowering,0.3,0.28,0.12,23.4,0
2025-07-25 07:00:00,0.23,27.45,0.72,6.04,23.5,1.2,0.0,vegetative,0.3,0.28,0.12,15.1,0
2025-07-25 08:00:00,0.168,18.65,0.65,6.18,31.1,0.1,2.8,maturity,0.6,0.32,0.14,91.0,1
2025-07-25 09:00:00,0.214,26.02,0.62,6.72,29.6,0.0,0.3,maturity,0.3,0.28,0.12,19.7,0
2025-07-25 10:00:00,0.264,31.84,0.65,5.9,35.4,0.2,1.1,flowering,0.3,0.28,0.12,4.8,0
2025-07-25 11:00:00,0.132,18.56,0.84,6.75,36.3,0.2,2.9,flowering,0.6,0.32,0.14,112.6,1
2025-07-25 12:00:00,0.281,31.0,0.69,6.62,23.4,0.2,1.7,vegetative,0.3,0.28,0.12,-0.4,0
2025-07-25 13:00:00,0.265,19.25,0.57,6.42,25.1,0.7,0.1,vegetative,0.3,0.28,0.12,4.5,0
2025-07-25 14:00:00,0.202,17.74,0.55,6.06,25.4,0.7,1.6,flowering,0.3,0.28,0.12,23.5,0
2025-07-25 15:00:00,0.242,23.48,0.92,6.26,25.6,1.3,1.3,flowering,0.3,0.28,0.12,11.5,0
2025-07-25 16:00:00,0.22,25.58,0.68,6.73,26.0,0.2,0.4,vegetative,0.3,0.28,0.12,18.0,0
2025-07-25 17:00:00,0.269,26.56,0.74,6.88,29.7,0.1,1.2,vegetative,0.6,0.32,0.14,30.5,0
2025-07-25 18:00:00,0.259,17.19,0.62,6.19,23.7,1.1,1.7,vegetative,0.3,0.28,0.12,6.2,0
2025-07-25 19:00:00,0.164,24.17,0.73,6.84,24.4,0.7,0.3,flowering,0.3,0.28,0.12,34.8,1
2025-07-25 20:00:00,0.243,18.57,0.85,6.71,24.0,1.1,2.0,vegetative,0.6,0.32,0.14,45.9,0
2025-07-25 21:00:00,0.212,14.56,0.63,6.5,30.5,0.5,0.1,vegetative,0.3,0.28,0.12,20.5,0
2025-07-25 22:00:00,0.223,17.36,0.75,6.28,27.7,1.4,0.7,vegetative,0.3,0.28,0.12,17.0,0
2025-07-25 23:00:00,0.191,18.25,0.56,6.33,26.8,1.1,0.3,maturity,0.3,0.28,0.12,26.7,1
2025-07-26 00:00:00,0.29,24.61,0.9,7.05,23.8,1.1,1.3,vegetative,0.3,0.28,0.12,-3.0,0
2025-07-26 01:00:00,0.262,27.76,0.73,6.55,20.0,0.0,0.2,flowering,0.3,0.28,0.12,5.5,0
2025-07-26 02:00:00,0.19,14.63,0.66,6.9,36.2,2.0,0.4,vegetative,0.6,0.32,0.14,77.8,1
2025-07-26 03:00:00,0.167,23.76,0.67,6.57,26.6,0.5,0.1,flowering,0.3,0.28,0.12,34.0,1
2025-07-26 04:00:00,0.205,16.12,0.65,6.36,41.6,0.1,1.7,flowering,0.6,0.32,0.14,69.3,1
2025-07-26 05:00:00,0.237,25.15,0.65,6.68,31.9,1.4,0.1,vegetative,0.6,0.32,0.14,49.6,0
2025-07-26 06:00:00,0.23,18.89,0.46,7.15,37.1,0.7,1.3,vegetative,0.6,0.32,0.14,54.2,1
2025-07-26 07:00:00,0.27,16.74,0.69,6.31,33.0,0.0,1.2,flowering,0.6,0.32,0.14,29.9,0
2025-07-26 08:00:00,0.252,26.0,0.69,6.77,28.8,1.5,0.2,vegetative,0.3,0.28,0.12,8.5,0
2025-07-26 09:00:00,0.259,19.07,0.75,6.56,25.0,0.6,0.8,vegetative,0.6,0.32,0.14,36.7,0
2025-07-26 10:00:00,0.233,20.42,0.65,6.07,23.1,1.4,0.7,maturity,0.3,0.28,0.12,14.1,0
2025-07-26 11:00:00,0.164,10.9,0.62,6.06,33.6,1.4,0.9,flowering,0.3,0.28,0.12,34.7,1
2025-07-26 12:00:00,0.212,26.73,0.7,6.36,29.3,0.1,2.8,vegetative,0.3,0.28,0.12,20.3,0
2025-07-26 13:00:00,0.262,26.1,0.54,6.6,31.1,0.9,0.1,flowering,0.6,0.32,0.14,34.6,0
2025-07-26 14:00:00,0.218,22.03,0.71,6.76,32.1,0.4,1.7,maturity,0.6,0.32,0.14,61.2,1
2025-07-26 15:00:00,0.24,14.36,0.51,6.03,29.8,0.8,2.0,vegetative,0.3,0.28,0.12,12.0,0
2025-07-26 16:00:00,0.207,28.05,0.81,6.7,25.6,0.1,0.1,maturity,0.3,0.28,0.12,21.8,0
2025-07-26 17:00:00,0.179,18.67,0.77,6.46,33.1,0.9,1.1,flowering,0.3,0.28,0.12,30.4,1
2025-07-26 18:00:00,0.215,19.73,0.61,6.5,27.0,1.5,1.2,flowering,0.3,0.28,0.12,19.5,0
2025-07-26 19:00:00,0.232,33.56,0.77,6.68,28.5,4.3,0.8,maturity,0.3,0.28,0.12,14.3,0
2025-07-26 20:00:00,0.194,18.48,0.71,7.02,31.6,0.4,0.7,vegetative,0.3,0.28,0.12,25.9,1
2025-07-26 21:00:00,0.211,25.71,0.6,6.59,27.7,0.2,0.4,vegetative,0.6,0.32,0.14,65.7,1
2025-07-26 22:00:00,0.182,24.81,0.5,6.09,18.9,0.5,1.2,vegetative,0.3,0.28,0.12,29.3,1
2025-07-26 23:00:00,0.265,23.95,0.73,6.44,33.2,0.0,0.3,flowering,0.3,0.28,0.12,4.6,0
2025-07-27 00:00:00,0.208,23.41,0.62,6.76,34.3,0.5,0.6,vegetative,0.3,0.28,0.12,21.5,0
2025-07-27 01:00:00,0.278,23.88,0.81,6.77,18.8,2.5,1.9,vegetative,0.6,0.32,0.14,25.1,0
2025-07-27 02:00:00,0.281,23.36,0.7,6.7,22.8,0.2,0.1,flowering,0.6,0.32,0.14,23.3,0
2025-07-27 03:00:00,0.217,21.74,0.63,6.35,38.1,0.6,0.8,vegetative,0.3,0.28,0.12,19.0,0
2025-07-27 04:00:00,0.18,29.56,0.88,6.09,29.2,0.9,0.7,vegetative,0.6,0.32,0.14,84.2,1
2025-07-27 05:00:00,0.137,15.44,0.76,6.68,28.0,0.2,0.5,vegetative,0.3,0.28,0.12,43.0,1
2025-07-27 06:00:00,0.161,27.11,0.4,6.14,25.9,0.4,0.9,maturity,0.3,0.28,0.12,35.7,1
2025-07-27 07:00:00,0.165,26.11,0.65,6.71,22.8,2.4,0.0,maturity,0.3,0.28,0.12,34.5,1
2025-07-27 08:00:00,0.275,25.49,0.56,6.71,27.0,0.4,0.7,flowering,0.6,0.32,0.14,26.9,0
2025-07-27 09:00:00,0.225,27.58,0.62,6.36,32.9,1.0,0.7,vegetative,0.6,0.32,0.14,57.2,1
2025-07-27 10:00:00,0.236,21.54,0.69,6.47,27.9,0.1,0.7,vegetative,0.3,0.28,0.12,13.3,0
2025-07-27 11:00:00,0.131,12.66,0.74,6.56,31.1,1.1,0.2,vegetative,0.6,0.32,0.14,113.3,1
2025-07-27 12:00:00,0.172,21.64,0.73,6.32,36.8,0.3,0.2,maturity,0.6,0.32,0.14,88.8,1
2025-07-27 13:00:00,0.255,17.04,0.81,6.09,25.1,0.3,1.0,flowering,0.6,0.32,0.14,38.7,0
2025-07-27 14:00:00,0.231,18.34,0.76,6.49,29.5,0.1,0.1,vegetative,0.3,0.28,0.12,14.6,0
2025-07-27 15:00:00,0.214,15.79,0.76,6.52,33.0,0.0,0.4,vegetative,0.3,0.28,0.12,19.8,0
2025-07-27 16:00:00,0.243,19.61,0.72,6.91,23.3,3.4,1.8,flowering,0.3,0.28,0.12,11.2,0
2025-07-27 17:00:00,0.285,19.02,0.83,6.27,28.9,0.5,0.1,flowering,0.3,0.28,0.12,-1.6,0
2025-07-27 18:00:00,0.211,10.11,0.67,6.82,37.4,1.5,0.6,maturity,0.6,0.32,0.14,65.3,1
2025-07-27 19:00:00,0.223,25.5,0.67,6.16,26.3,2.5,1.1,vegetative,0.3,0.28,0.12,17.2,0
2025-07-27 20:00:00,0.228,33.1,0.51,6.1,33.3,0.2,0.2,maturity,0.3,0.28,0.12,15.7,0
2025-07-27 21:00:00,0.316,25.03,0.81,6.41,27.3,2.0,0.4,vegetative,0.6,0.32,0.14,2.6,0
2025-07-27 22:00:00,0.136,20.99,0.69,6.22,37.0,1.2,0.8,vegetative,0.6,0.32,0.14,110.4,1
2025-07-27 23:00:00,0.247,21.73,0.99,6.09,19.8,0.9,0.4,vegetative,0.3,0.28,0.12,9.8,0
2025-07-28 00:00:00,0.215,19.9,0.66,7.08,28.3,1.7,0.1,vegetative,0.3,0.28,0.12,19.4,0
2025-07-28 01:00:00,0.243,22.45,0.71,6.36,20.6,0.1,0.3,vegetative,0.3,0.28,0.12,11.2,0
2025-07-28 02:00:00,0.194,21.81,0.75,7.19,24.5,0.3,0.1,vegetative,0.3,0.28,0.12,25.9,1
2025-07-28 03:00:00,0.218,17.79,0.59,6.2,24.5,0.1,4.1,maturity,0.6,0.32,0.14,61.2,1
2025-07-28 04:00:00,0.248,30.41,0.74,5.99,26.7,2.3,0.3,vegetative,0.3,0.28,0.12,9.5,0
2025-07-28 05:00:00,0.345,14.56,0.7,6.89,22.1,0.1,0.8,vegetative,0.3,0.28,0.12,-19.4,0
2025-07-28 06:00:00,0.252,25.59,0.67,6.28,27.6,3.9,0.6,vegetative,0.3,0.28,0.12,8.3,0
2025-07-28 07:00:00,0.186,21.49,0.82,6.54,30.3,0.1,0.8,maturity,0.6,0.32,0.14,80.4,1
2025-07-28 08:00:00,0.203,31.5,0.61,6.09,20.3,1.1,0.7,vegetative,0.6,0.32,0.14,70.2,1
2025-07-28 09:00:00,0.202,23.7,0.73,6.49,24.8,1.1,1.3,vegetative,0.3,0.28,0.12,23.4,0
2025-07-28 10:00:00,0.148,20.2,0.85,6.09,40.7,2.7,2.1,maturity,0.3,0.28,0.12,39.5,1
2025-07-28 11:00:00,0.207,20.76,0.63,6.48,29.6,0.4,0.3,flowering,0.6,0.32,0.14,67.9,1
2025-07-28 12:00:00,0.249,22.2,0.67,6.36,18.9,0.4,0.2,vegetative,0.3,0.28,0.12,9.2,0
2025-07-28 13:00:00,0.169,16.29,0.93,6.57,21.0,1.9,4.2,vegetative,0.3,0.28,0.12,33.3,1
2025-07-28 14:00:00,0.262,18.17,0.75,6.69,29.1,3.8,2.0,vegetative,0.3,0.28,0.12,5.4,0
2025-07-28 15:00:00,0.24,13.08,0.65,6.57,28.5,0.0,0.5,flowering,0.3,0.28,0.12,12.1,0
2025-07-28 16:00:00,0.191,17.39,0.78,6.64,25.1,1.0,2.3,flowering,0.3,0.28,0.12,26.8,1
2025-07-28 17:00:00,0.214,22.47,0.64,6.47,39.0,0.3,1.1,vegetative,0.3,0.28,0.12,19.7,0
2025-07-28 18:00:00,0.284,23.5,0.54,6.37,41.1,1.3,0.6,maturity,0.6,0.32,0.14,21.6,0
2025-07-28 19:00:00,0.249,12.1,0.84,6.64,26.7,1.5,2.1,vegetative,0.3,0.28,0.12,9.2,0
2025-07-28 20:00:00,0.22,21.31,0.59,6.47,32.4,1.4,1.1,vegetative,0.3,0.28,0.12,17.9,0
2025-07-28 21:00:00,0.21,24.82,0.95,6.48,32.6,0.6,1.8,vegetative,0.6,0.32,0.14,65.7,1
2025-07-28 22:00:00,0.223,21.19,0.65,6.62,33.3,0.2,0.5,vegetative,0.6,0.32,0.14,58.2,1
2025-07-28 23:00:00,0.2,18.83,0.91,6.19,24.8,0.9,1.6,vegetative,0.6,0.32,0.14,72.3,1
2025-07-29 00:00:00,0.136,19.94,0.56,6.93,37.7,1.6,0.5,maturity,0.6,0.32,0.14,110.5,1
2025-07-29 01:00:00,0.302,19.3,0.8,6.43,27.7,2.4,1.3,vegetative,0.3,0.28,0.12,-6.5,0
2025-07-29 02:00:00,0.226,18.82,0.75,6.54,30.1,0.6,0.6,flowering,0.6,0.32,0.14,56.3,1
2025-07-29 03:00:00,0.236,22.87,0.78,6.49,28.0,0.3,0.5,vegetative,0.3,0.28,0.12,13.2,0
2025-07-29 04:00:00,0.218,33.54,0.8,6.7,27.3,0.1,1.6,vegetative,0.3,0.28,0.12,18.7,0
2025-07-29 05:00:00,0.191,18.28,0.65,6.6,29.4,1.6,0.1,flowering,0.3,0.28,0.12,26.8,1
2025-07-29 06:00:00,0.213,20.41,0.57,6.49,22.1,0.8,2.6,flowering,0.6,0.32,0.14,64.5,1
